#{"t_start": 1667833079.959336, "env_id": "abc-asic-v0"}
r,l,t,nd,lev,seq
0.367771,39,119011.717999,12160.6533203125,1511.4317626953125,rw; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; &ifK3a_ifK3g; map_mst; rfz -l; &ifK3a_ifK3g; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; dc2; rfz -l; map_mst; rw; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; rs -K 8; dc2; ifraig; dc2; ifraig; rw; rs -K 8
0.289217,39,119096.098944,12995.3291015625,1590.0855712890625,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; map_mst; rw; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2
0.282569,39,119190.955132,12635.611328125,1650.6478271484375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; map_mst; dc2; rw; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.395057,39,119273.864015,11565.0888671875,1520.675537109375,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; dc2; rfz -l; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; dc2; rs -K 8; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw
0.360393,39,119355.582718,12385.3017578125,1501.3343505859375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; dc2; map_mst; rfz -l; dc2; ifraig; &ifK3a_ifK3g; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig
0.370212,39,119455.944512,12677.3681640625,1444.228271484375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; map_mst; dc2; ifraig; dc2; dc2; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw; rs -K 8; dc2
0.264107,39,119541.968753,11817.96484375,1810.26708984375,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; dc2; rfz -l; map_mst; dc2; rw; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw
0.33022,39,119632.745186,11996.6572265625,1623.08935546875,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; dc2; rfz -l; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; map_mst; dc2; rw; dc2; dc2; dc2; ifraig; dc2; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; dc2; rs -K 8; ifraig; dc2; dc2; ifraig
0.265739,39,119718.841561,13235.8408203125,1612.7589111328125,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rs -K 8; rfz -l; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rs -K 8; dc2; ifraig; &ifK3a_ifK3g; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; dc2; ifraig
0.311036,39,119811.72307,12470.44921875,1606.145751953125,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rs -K 8; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2
0.442212,39,119905.972169,12480.9462890625,1299.2479248046875,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; rw; rs -K 8; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8
0.366803,39,119989.915904,12699.0634765625,1449.565185546875,rw; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rs -K 8; rfz -l; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rs -K 8; dc2; rfz -l; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; rs -K 8; dc2; ifraig; dc2; ifraig; rw; dc2
0.340887,39,120082.440833,12143.390625,1577.9410400390625,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; map_mst; rfz -l; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; rw; dc2; rs -K 8; dc2; ifraig; dc2; dc2; ifraig; ifraig
0.353027,39,120174.62168,12136.8583984375,1549.7095947265625,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; rw; rs -K 8; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig
0.395564,39,120265.041018,12257.9306640625,1433.5213623046875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; ifraig; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2
0.284949,39,120355.521054,13104.970703125,1586.2509765625,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; dc2; map_mst; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; dc2; rs -K 8; ifraig; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8
0.354103,39,120445.164313,12087.4033203125,1553.4635009765625,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw
0.358494,39,120541.228673,11703.890625,1593.4605712890625,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; dc2; dc2; ifraig; ifraig; rw
0.31884,39,120631.329596,12321.6162109375,1607.134033203125,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; rw; dc2; dc2; map_mst; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw; dc2
0.277829,39,120717.61013,13315.15625,1576.755126953125,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; rfz -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; rw; rs -K 8; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g
0.355008,39,120810.066939,12757.849609375,1469.763427734375,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; rfz -l; dc2; &ifK3a_ifK3g; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; dc2; rs -K 8; dc2; ifraig
0.371371,39,120901.407274,12606.451171875,1449.680419921875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; ifraig; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; rw
0.406178,39,120993.576206,12459.0185546875,1385.6170654296875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; rfz -l; map_mst; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; ifraig; dc2; rw; dc2; dc2; dc2; ifraig; ifraig; rs -K 8
0.365357,39,121088.665076,11965.630859375,1541.9288330078125,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; ifraig; ifraig
0.391838,39,121182.075318,11961.8984375,1478.052734375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2
0.384646,39,121275.715787,11525.6650390625,1552.1348876953125,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rs -K 8
0.354659,39,121372.954708,13574.330078125,1382.10693359375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; &ifK3a_ifK3g; rs -K 8
0.342741,39,121472.183326,12665.9375,1508.584716796875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; rw
0.02954,39,121566.521927,12024.6513671875,2346.259521484375,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2
0.354961,39,121655.475441,11929.005859375,1572.0001220703125,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw; dc2; dc2
0.308012,39,121747.138455,11716.2548828125,1717.0416259765625,rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; dc2; ifraig; ifraig
0.453116,39,121841.628857,12598.986328125,1261.9151611328125,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rs -K 8
0.41666,39,121940.619653,12251.166015625,1384.252685546875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rs -K 8; dc2
0.327754,39,122037.338723,11806.767578125,1655.2662353515625,rw; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; dc2; rfz -l; map_mst; dc2; dc2; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; rs -K 8; rw; dc2; dc2
0.376893,39,122134.215001,12189.580078125,1486.0892333984375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; ifraig; ifraig; rs -K 8; rw
0.303224,39,122525.707117,13432.49609375,1508.021484375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8
0.406068,39,122614.488355,12128.2275390625,1423.672607421875,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; dc2; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig
0.34174,39,122705.843155,13065.3125,1464.699951171875,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; rw; dc2; dc2; dc2; ifraig; ifraig; rs -K 8
0.198595,39,122799.574141,12083.6708984375,1928.075927734375,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; rfz -l; dc2; rfz -l; map_mst; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; dc2; ifraig; rs -K 8; dc2
0.375737,39,122888.769754,12148.9892578125,1493.81982421875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; rfz -l; &ifK3a_ifK3g; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; ifraig; dc2; dc2; ifraig; ifraig
0.388355,39,122977.271345,12034.9150390625,1477.4993896484375,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; dc2; rfz -l; map_mst; dc2; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; ifraig; rw
0.385758,39,123067.141628,11953.267578125,1493.9063720703125,rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; ifraig; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; rfz -l; ifraig; dc2; &ifK3a_ifK3g; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8; dc2
0.346984,39,123163.789916,12646.1083984375,1501.1971435546875,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; rfz -l; map_mst; rfz -l; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; rs -K 8; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; dc2; rf
0.171354,39,123255.395875,12849.0625,1874.8580322265625,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; rfz -l; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; dc2; dc2; rfz -l; dc2; map_mst; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; dc2; dc2; ifraig; dc2; ifraig; rf; dc2; dc2
0.35994,39,123346.0757,12223.8720703125,1522.2386474609375,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; dc2; dc2; rfz -l; dc2; rfz -l; map_mst; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; dc2; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.301578,39,123439.547849,12387.4013671875,1639.1121826171875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; rfz -l; dc2; dc2; rfz -l; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; rf
0.348932,39,123528.894006,12311.5849609375,1537.38720703125,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; map_mst; dc2; dc2; dc2; rfz -l; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; dc2; ifraig; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; dc2
0.321733,39,123616.346556,12184.447265625,1618.3233642578125,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; dc2; rfz -l; dc2; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; dc2
0.318298,39,123706.05402,12127.060546875,1634.217041015625,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; rw; rs -K 8; dc2; dc2
0.09493,39,123791.333983,13302.091796875,1978.030517578125,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; dc2; rfz -l; map_mst; dc2; dc2; dc2; ifraig; dc2; rfz -l; rw; dc2; dc2; dc2; ifraig; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; rw; rs -K 8; dc2; dc2; ifraig; ifraig; rw; &ifK3a_ifK3g; rs -K 8
0.362023,39,123883.969486,12233.203125,1516.1279296875,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; map_mst; &ifK3a_ifK3g; dc2; rfz -l; map_mst; rfz -l; &ifK3a_ifK3g; dc2; map_mst; dc2; dc2; dc2; rfz -l; rfz -l; map_mst; rw; dc2; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; dc2; rs -K 8; dc2; ifraig; ifraig; &ifK3a_ifK3g; rw; rs -K 8; dc2; dc2; ifraig; dc2; dc2
0.39043,39,123966.637763,12152.2548828125,1458.2674560546875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; rfz -l; dc2; map_mst; ifraig; dc2; dc2; rfz -l; ifraig; dc2; &ifK3a_ifK3g; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; dc2; dc2; ifraig; ifraig; dc2; rw; dc2; ifraig
0.410685,39,124051.642793,12285.9248046875,1394.4727783203125,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; dc2; rfz -l; dc2; rfz -l; dc2; dc2; dc2; ifraig; rfz -l; rw; &ifK3a_ifK3g; dc2; rs -K 8; ifraig; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; dc2; dc2; ifraig; dc2; ifraig; dc2; dc2; ifraig
0.237585,39,124138.368487,12485.845703125,1775.1873779296875,&ifK3a_ifK3g; rw; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; rfz -l; dc2; dc2; dc2; rfz -l; rfz -l; map_mst; rw; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; rfz -l; dc2; ifraig; dc2; dc2; ifraig; ifraig; dc2; rf; ifraig
0.290799,39,124223.715925,12444.3212890625,1656.7947998046875,&ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; dc2; rfz -l; rfz -l; map_mst; rw; dc2; dc2; dc2; ifraig; rfz -l; dc2; rw; dc2; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; rs -K 8; dc2
